name,address,LHIN,home_type,short_stay,residents_council,family_council,accreditation,postal_code,first_inspection_date,total_inspections,5y_inspections,2y_inspections,total_complaints,5y_complaints,2y_complaints,total_critical,5y_critical,2y_critical,total_withOrders,5y_withOrders,2y_withOrders,cleaned_name,outbreak,number_beds,CSDname,CSDuid,latitude,longitude,Report_Data_Extracted,Beds,Total_LTC_Resident_Deaths,outbreak_status,Total_LTC_Resident_Cases,Total_LTC_HCW_Cases
CHARTWELL BRANT CENTRE LONG TERM CARE RESIDENCE,1182 Northshore Blvd. East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L7S1C5,2010-10-05,43,14,7,21,7,4,16,3,3,2,1,,chartwell brant centre long term care residence,1,175,Burlington,3524002,43.31651571,-79.80381069,2020-05-28,175,0,inactive,,
CHARTWELL BRANT CENTRE LONG TERM CARE RESIDENCE,1182 Northshore Blvd. East,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L7S1C5,2010-10-05,43,14,7,21,7,4,16,3,3,2,1,,chartwell brant centre long term care residence,1,175,Burlington,3524002,43.31651571,-79.80381069,2020-05-16,175,0,active,<5,0
CHARTWELL ELMIRA LONG TERM CARE RESIDENCE,11 Herbert Street,Waterloo Wellington,For-Profit,No,Yes,No,Yes, N3B2B8,2011-10-13,18,10,5,1,1,1,10,5,3,2,1,1,chartwell elmira long term care residence,1,48,Woolwich,3530035,43.60150562,-80.56368125,2020-05-07,48,0,inactive,,
CHARTWELL ELMIRA LONG TERM CARE RESIDENCE,11 Herbert Street,Waterloo Wellington,For-Profit,No,Yes,No,Yes, N3B2B8,2011-10-13,18,10,5,1,1,1,10,5,3,2,1,1,chartwell elmira long term care residence,1,48,Woolwich,3530035,43.60150562,-80.56368125,2020-04-28,48,0,active,<5,0
CHARTWELL GIBSON LONG TERM CARE RESIDENCE,1925 Steeles Avenue East,Central,For-Profit,No,Yes,No,Yes, M2H2H3,2010-12-13,58,11,6,20,2,1,21,4,4,9,1,,chartwell gibson long term care residence,1,202,Toronto,3520005,43.80765981,-79.37379369,2020-05-28,202,9,inactive,,
CHARTWELL GIBSON LONG TERM CARE RESIDENCE,1925 Steeles Avenue East,Central,For-Profit,No,Yes,No,Yes, M2H2H3,2010-12-13,58,11,6,20,2,1,21,4,4,9,1,,chartwell gibson long term care residence,1,202,Toronto,3520005,43.80765981,-79.37379369,2020-04-24,202,8,active,30,6
CHARTWELL PINE GROVE LONG TERM CARE RESIDENCE,8403 Islington Avenue North,Central West,For-Profit,Yes,Yes,Yes,Yes, L4L1X3,2011-07-25,16,11,6,6,1,1,4,4,3,1,1,1,chartwell pine grove long term care residence,1,96,Vaughan,3519028,43.797729,-79.58431476,2020-06-09,96,0,inactive,,
CHARTWELL PINE GROVE LONG TERM CARE RESIDENCE,8403 Islington Avenue North,Central West,For-Profit,Yes,Yes,Yes,Yes, L4L1X3,2011-07-25,16,11,6,6,1,1,4,4,3,1,1,1,chartwell pine grove long term care residence,1,96,Vaughan,3519028,43.797729,-79.58431476,2020-04-24,96,0,active,0,<5
CHARTWELL ROYAL OAK LONG TERM CARE RESIDENCE,1750 Division Road North,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N9Y4G7,2010-08-23,78,46,20,38,20,8,32,19,10,5,5,3,chartwell royal oak long term care residence,1,160,Kingsville,3537013,42.0501946,-82.7375796,2020-06-06,160,0,inactive,,
CHARTWELL ROYAL OAK LONG TERM CARE RESIDENCE,1750 Division Road North,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N9Y4G7,2010-08-23,78,46,20,38,20,8,32,19,10,5,5,3,chartwell royal oak long term care residence,1,160,Kingsville,3537013,42.0501946,-82.7375796,2020-05-24,160,0,active,<5,0
CHARTWELL TRILOGY LONG TERM CARE RESIDENCE,340 McCowan Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1J3P4,2011-06-15,33,21,11,12,7,5,15,9,4,4,4,2,chartwell trilogy long term care residence,1,197,Toronto,3520005,43.73848531,-79.23864245,2020-05-26,197,0,inactive,,
CHARTWELL TRILOGY LONG TERM CARE RESIDENCE,340 McCowan Road,Central East,For-Profit,Yes,Yes,Yes,Yes, M1J3P4,2011-06-15,33,21,11,12,7,5,15,9,4,4,4,2,chartwell trilogy long term care residence,1,197,Toronto,3520005,43.73848531,-79.23864245,2020-05-13,197,0,active,0,<5
CHARTWELL WATERFORD LONG TERM CARE RESIDENCE,2140 Baronwood Drive,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L6M4V6,2010-08-24,42,21,11,18,9,5,12,5,4,9,5,1,chartwell waterford long term care residence,1,168,Oakville,3524001,43.42715623,-79.76303438,2020-05-18,168,0,inactive,,
CHARTWELL WATERFORD LONG TERM CARE RESIDENCE,2140 Baronwood Drive,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L6M4V6,2010-08-24,42,21,11,18,9,5,12,5,4,9,5,1,chartwell waterford long term care residence,1,168,Oakville,3524001,43.42715623,-79.76303438,2020-04-24,168,0,active,0,<5
CHARTWELL WENLEIGH LONG TERM CARE RESIDENCE,2065 Leanne Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L5K2L6,2010-11-16,27,13,7,13,5,3,8,4,3,2,2,,chartwell wenleigh long term care residence,1,161,Mississauga,3521005,43.52485635,-79.65178876,2020-06-04,161,0,inactive,,
CHARTWELL WENLEIGH LONG TERM CARE RESIDENCE,2065 Leanne Boulevard,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L5K2L6,2010-11-16,27,13,7,13,5,3,8,4,3,2,2,,chartwell wenleigh long term care residence,1,161,Mississauga,3521005,43.52485635,-79.65178876,2020-05-21,161,0,active,0,<5
CHARTWELL WESTBURY LONG TERM CARE RESIDENCE,495 The West Mall,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, M9C5S3,2010-10-28,22,14,5,11,7,2,4,3,3,2,,,chartwell westbury long term care residence,1,187,Toronto,3520005,43.64832328,-79.56767874,2020-06-04,187,22,inactive,,
CHARTWELL WESTBURY LONG TERM CARE RESIDENCE,495 The West Mall,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, M9C5S3,2010-10-28,22,14,5,11,7,2,4,3,3,2,,,chartwell westbury long term care residence,1,187,Toronto,3520005,43.64832328,-79.56767874,2020-04-24,187,12,active,48,19
CHARTWELL WESTMOUNT LONG TERM CARE RESIDENCE,200 David Bergey Drive,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes, N2E3Y4,2010-08-23,45,20,10,18,9,4,21,6,4,3,3,2,chartwell westmount long term care residence,1,160,Kitchener,3530013,43.40613299,-80.51775782,2020-04-24,160,0,inactive,,
CHARTWELL WESTMOUNT LONG TERM CARE RESIDENCE,200 David Bergey Drive,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes, N2E3Y4,2010-08-23,45,20,10,18,9,4,21,6,4,3,3,2,chartwell westmount long term care residence,1,160,Kitchener,3530013,43.40613299,-80.51775782,2020-05-10,160,0,active,<5,0
CHARTWELL WHITE EAGLE LONG TERM CARE RESIDENCE,138 Dowling Avenue,Toronto Central,For-Profit,Yes,Yes,Yes,Yes, M6K3A6,2011-10-18,14,10,4,2,,,4,3,3,2,2,,chartwell white eagle long term care residence,1,56,Toronto,3520005,43.63717128,-79.4392265,2020-06-06,56,12,inactive,,
CHARTWELL WHITE EAGLE LONG TERM CARE RESIDENCE,138 Dowling Avenue,Toronto Central,For-Profit,Yes,Yes,Yes,Yes, M6K3A6,2011-10-18,14,10,4,2,,,4,3,3,2,2,,chartwell white eagle long term care residence,1,56,Toronto,3520005,43.63717128,-79.4392265,2020-04-24,56,<5,active,8,<5
CHARTWELL WOODHAVEN LONG TERM CARE RESIDENCE,380 Church Street,Central,For-Profit,Yes,No,Yes,Yes, L6B1E1,2010-08-17,34,22,13,14,8,6,12,9,4,12,10,6,chartwell woodhaven long term care residence,1,192,Markham,3519036,43.88586653,-79.23093356,2020-05-26,192,0,inactive,,
CHARTWELL WOODHAVEN LONG TERM CARE RESIDENCE,380 Church Street,Central,For-Profit,Yes,No,Yes,Yes, L6B1E1,2010-08-17,34,22,13,14,8,6,12,9,4,12,10,6,chartwell woodhaven long term care residence,1,192,Markham,3519036,43.88586653,-79.23093356,2020-04-24,192,0,active,0,0
CHARTWELL WYNFIELD LONG TERM CARE RESIDENCE,451 Woodmount Drive,Central East,For-Profit,No,Yes,Yes,Yes, L1G8E3,2011-01-20,27,18,10,12,7,6,10,7,4,2,1,,chartwell wynfield long term care residence,1,172,Oshawa,3518013,43.94673256,-78.87267965,2020-05-26,172,0,inactive,,
CHARTWELL WYNFIELD LONG TERM CARE RESIDENCE,451 Woodmount Drive,Central East,For-Profit,No,Yes,Yes,Yes, L1G8E3,2011-01-20,27,18,10,12,7,6,10,7,4,2,1,,chartwell wynfield long term care residence,1,172,Oshawa,3518013,43.94673256,-78.87267965,2020-05-14,172,0,active,0,<5
CHELSEY PARK,310 Oxford Street West,South West,For-Profit,Yes,Yes,Yes,Yes, N6H4N6,2010-11-02,76,39,19,25,13,4,40,21,13,5,2,1,chelsey park,1,247,London,3539036,42.98760838,-81.27670392,2020-04-24,247,0,inactive,,
CHELSEY PARK,310 Oxford Street West,South West,For-Profit,Yes,Yes,Yes,Yes, N6H4N6,2010-11-02,76,39,19,25,13,4,40,21,13,5,2,1,chelsey park,1,247,London,3539036,42.98760838,-81.27670392,2020-05-25,247,0,active,0,0
CHESTER VILLAGE,3555 Danforth Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes, M1L1E3,2010-10-19,24,8,5,10,1,1,7,4,4,5,2,2,chester village,1,203,Toronto,3520005,43.6936488,-79.27484865,2020-04-24,203,0,inactive,,
CHESTER VILLAGE,3555 Danforth Avenue,Toronto Central,Non-Profit,No,Yes,Yes,Yes, M1L1E3,2010-10-19,24,8,5,10,1,1,7,4,4,5,2,2,chester village,1,203,Toronto,3520005,43.6936488,-79.27484865,2020-06-16,203,0,active,<5,<5
CLARION NURSING HOME,337 Highway #8,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,Yes,Yes, L8G1E7,2011-01-10,22,14,7,5,2,2,5,3,3,8,5,1,clarion nursing home,0,100,Hamilton,3525005,43.22037979,-79.72817146,2020-04-24,100,0,inactive,,
COLLINGWOOD NURSING HOME,250 Campbell Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,No, L9Y4J9,2011-03-17,25,17,15,8,3,3,7,6,6,8,7,7,collingwood nursing home,1,64,Collingwood,3543031,44.48264419,-80.22895893,2020-05-28,64,0,inactive,,
COLLINGWOOD NURSING HOME,250 Campbell Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,No, L9Y4J9,2011-03-17,25,17,15,8,3,3,7,6,6,8,7,7,collingwood nursing home,1,64,Collingwood,3543031,44.48264419,-80.22895893,2020-05-14,64,0,active,<5,0
COLUMBIA FOREST,650 Mountain Maple Avenue,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes, N2V2P7,2010-08-06,47,15,8,15,4,2,23,6,5,7,5,1,columbia forest,1,156,Waterloo,3530016,43.4649426,-80.59136415,2020-06-03,156,0,inactive,,
COLUMBIA FOREST,650 Mountain Maple Avenue,Waterloo Wellington,For-Profit,No,Yes,Yes,Yes, N2V2P7,2010-08-06,47,15,8,15,4,2,23,6,5,7,5,1,columbia forest,1,156,Waterloo,3530016,43.4649426,-80.59136415,2020-05-14,156,0,active,0,<5
COOKSVILLE CARE CENTRE,55 The Queensway West,Mississauga Halton,For-Profit,Yes,Yes,Yes,Yes, L5B1B5,2010-08-11,70,29,16,38,11,7,18,8,7,13,6,1,cooksville care centre,1,192,Mississauga,3521005,43.57334286,-79.60968605,2020-07-08,192,21,inactive,,
COOKSVILLE CARE CENTRE,55 The Queensway West,Mississauga Halton,For-Profit,Yes,Yes,Yes,Yes, L5B1B5,2010-08-11,70,29,16,38,11,7,18,8,7,13,6,1,cooksville care centre,1,192,Mississauga,3521005,43.57334286,-79.60968605,2020-04-24,192,0,active,16,5
COPERNICUS LODGE,66 Roncesvalles Avenue,Toronto Central,Non-Profit,Yes,Yes,Yes,No, M6R3A7,2011-04-27,24,18,9,12,10,6,4,3,2,5,4,1,copernicus lodge,1,228,Toronto,3520005,43.64020808,-79.447311,2020-05-13,228,0,inactive,,
COPERNICUS LODGE,66 Roncesvalles Avenue,Toronto Central,Non-Profit,Yes,Yes,Yes,No, M6R3A7,2011-04-27,24,18,9,12,10,6,4,3,2,5,4,1,copernicus lodge,1,228,Toronto,3520005,43.64020808,-79.447311,2020-04-24,228,0,active,0,<5
COUNTRY TERRACE,10072 Oxbow Drive R.R. #3,South West,For-Profit,Yes,Yes,No,Yes, N0L1R0,2010-07-22,86,33,14,32,14,5,42,11,6,5,4,2,country terrace,1,120,Middlesex Centre,3539033,42.95867137,-81.43757387,2020-05-22,120,0,inactive,,
COUNTRY TERRACE,10072 Oxbow Drive R.R. #3,South West,For-Profit,Yes,Yes,No,Yes, N0L1R0,2010-07-22,86,33,14,32,14,5,42,11,6,5,4,2,country terrace,1,120,Middlesex Centre,3539033,42.95867137,-81.43757387,2020-05-16,120,0,active,0,<5
COUNTRY VILLAGE HOMES - WOODSLEE,440 County Road 8 R. R. #2,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N0R1V0,2010-10-12,64,27,11,35,14,6,17,9,3,6,2,1,country village homes - woodslee,1,104,Kingsville,3537013,42.1724111,-82.7212974,2020-05-20,104,18,inactive,,
COUNTRY VILLAGE HOMES - WOODSLEE,440 County Road 8 R. R. #2,Erie St. Clair,For-Profit,No,Yes,Yes,Yes, N0R1V0,2010-10-12,64,27,11,35,14,6,17,9,3,6,2,1,country village homes - woodslee,1,104,Kingsville,3537013,42.1724111,-82.7212974,2020-04-24,104,16,active,28,11
CRAIGLEE NURSING HOME,102 Craiglee Drive,Central East,For-Profit,No,Yes,Yes,Yes, M1N2M7,2010-07-28,67,28,19,36,16,12,19,5,5,13,9,7,craiglee nursing home,1,169,Toronto,3520005,43.706865,-79.25329325,2020-06-10,169,<5,inactive,,
CRAIGLEE NURSING HOME,102 Craiglee Drive,Central East,For-Profit,No,Yes,Yes,Yes, M1N2M7,2010-07-28,67,28,19,36,16,12,19,5,5,13,9,7,craiglee nursing home,1,169,Toronto,3520005,43.706865,-79.25329325,2020-04-24,169,0,active,<5,<5
CREEDAN VALLEY CARE COMMUNITY,143 Mary Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes, L0M1G0,2010-09-28,30,20,15,8,3,3,6,3,3,13,12,10,creedan valley care community,1,95,Clearview,3543005,44.32664057,-80.09982767,2020-06-19,95,0,inactive,,
CREEDAN VALLEY CARE COMMUNITY,143 Mary Street,North Simcoe Muskoka,For-Profit,No,Yes,Yes,Yes, L0M1G0,2010-09-28,30,20,15,8,3,3,6,3,3,13,12,10,creedan valley care community,1,95,Clearview,3543005,44.32664057,-80.09982767,2020-06-09,95,0,active,0,<5
CREEK WAY VILLAGE,5200 Corporate Drive,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes, L7L7G7,2010-09-24,31,16,8,13,5,3,12,6,4,8,6,3,creek way village,1,144,Burlington,3524002,43.39302822,-79.77985319,2020-06-02,144,0,inactive,,
CREEK WAY VILLAGE,5200 Corporate Drive,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,No,Yes,Yes,Yes, L7L7G7,2010-09-24,31,16,8,13,5,3,12,6,4,8,6,3,creek way village,1,144,Burlington,3524002,43.39302822,-79.77985319,2020-05-18,144,0,active,<5,<5
CRESCENT PARK LODGE,4 Hagey Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes, L2A5M5,2011-04-05,26,17,8,10,6,3,7,5,4,5,3,,crescent park lodge,1,68,Fort Erie,3526003,42.91044887,-78.92320857,2020-05-30,68,0,inactive,,
CRESCENT PARK LODGE,4 Hagey Avenue,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes, L2A5M5,2011-04-05,26,17,8,10,6,3,7,5,4,5,3,,crescent park lodge,1,68,Fort Erie,3526003,42.91044887,-78.92320857,2020-05-13,68,0,active,<5,0
CUMMER LODGE,205 Cummer Avenue,Central,Municipal,Yes,Yes,Yes,Yes, M2M2E8,2010-09-21,50,27,13,25,12,6,16,9,6,8,5,3,cummer lodge,1,391,Toronto,3520005,43.78816171,-79.4075617,2020-05-24,391,<5,inactive,,
CUMMER LODGE,205 Cummer Avenue,Central,Municipal,Yes,Yes,Yes,Yes, M2M2E8,2010-09-21,50,27,13,25,12,6,16,9,6,8,5,3,cummer lodge,1,391,Toronto,3520005,43.78816171,-79.4075617,2020-04-30,391,<5,active,<5,0
DEERWOOD CREEK CARE COMMUNITY,70 Humberline Drive,Central West,For-Profit,No,Yes,Yes,Yes, M9W7H3,2010-12-10,35,21,13,18,10,6,9,5,5,6,3,2,deerwood creek care community,1,160,Toronto,3520005,43.73160489,-79.61744587,2020-06-08,160,0,inactive,,
DEERWOOD CREEK CARE COMMUNITY,70 Humberline Drive,Central West,For-Profit,No,Yes,Yes,Yes, M9W7H3,2010-12-10,35,21,13,18,10,6,9,5,5,6,3,2,deerwood creek care community,1,160,Toronto,3520005,43.73160489,-79.61744587,2020-05-30,160,0,active,0,<5
DELHI LONG TERM CARE CENTRE,750 Gibraltar Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes, N4B3B3,2010-11-23,27,13,3,5,3,,8,4,1,11,6,1,delhi long term care centre,1,60,Norfolk County,3528052,42.8420406,-80.4905752,2020-06-18,60,0,inactive,,
DELHI LONG TERM CARE CENTRE,750 Gibraltar Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,No,Yes,No,Yes, N4B3B3,2010-11-23,27,13,3,5,3,,8,4,1,11,6,1,delhi long term care centre,1,60,Norfolk County,3528052,42.8420406,-80.4905752,2020-06-04,60,0,active,0,<5
DOM LIPA,52 Neilson Drive,Mississauga Halton,Non-Profit,No,Yes,No,No, M9C1V7,2011-11-14,12,8,4,1,,,4,4,4,2,2,1,dom lipa,1,66,Toronto,3520005,43.62949697,-79.56513824,2020-05-12,66,0,inactive,,
DOM LIPA,52 Neilson Drive,Mississauga Halton,Non-Profit,No,Yes,No,No, M9C1V7,2011-11-14,12,8,4,1,,,4,4,4,2,2,1,dom lipa,1,66,Toronto,3520005,43.62949697,-79.56513824,2020-04-24,66,0,active,<5,0
DOUGLAS H. RAPELJE LODGE,277 Plymouth Road,Hamilton Niagara Haldimand Brant (Hnhb),Municipal,Yes,Yes,Yes,Yes, L3B6E3,2010-08-17,33,11,8,15,5,5,12,3,2,4,1,,douglas h. rapelje lodge,1,120,Welland,3526032,42.97774267,-79.24618498,2020-04-24,120,0,inactive,,
DOWNSVIEW LONG TERM CARE CENTRE,3595 Keele Street,Central,For-Profit,Yes,Yes,Yes,Yes, M3J1M7,2011-06-10,72,31,15,43,15,10,9,4,3,19,10,3,downsview long term care centre,1,252,Toronto,3520005,43.7511842,-79.48559573,2020-06-19,252,64,inactive,,
DOWNSVIEW LONG TERM CARE CENTRE,3595 Keele Street,Central,For-Profit,Yes,Yes,Yes,Yes, M3J1M7,2011-06-10,72,31,15,43,15,10,9,4,3,19,10,3,downsview long term care centre,1,252,Toronto,3520005,43.7511842,-79.48559573,2020-04-24,252,0,active,9,0
DUFFERIN OAKS,151 Centre Street,Central West,Municipal,No,Yes,Yes,No, L0N1S4,2010-09-28,24,14,6,8,6,3,8,4,3,2,2,,dufferin oaks,1,160,Shelburne,3522021,44.07675832,-80.20035498,2020-05-26,160,0,inactive,,
DUFFERIN OAKS,151 Centre Street,Central West,Municipal,No,Yes,Yes,No, L0N1S4,2010-09-28,24,14,6,8,6,3,8,4,3,2,2,,dufferin oaks,1,160,Shelburne,3522021,44.07675832,-80.20035498,2020-04-24,160,<5,active,<5,5
DUNDURN PLACE CARE CENTRE,39 Mary Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes, L8R3L8,2010-08-19,53,22,9,24,7,2,15,8,6,12,5,1,dundurn place care centre,1,201,Hamilton,3525005,43.25642639,-79.8639432,2020-05-20,201,<5,inactive,,
DUNDURN PLACE CARE CENTRE,39 Mary Street,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,Yes,Yes,Yes,Yes, L8R3L8,2010-08-19,53,22,9,24,7,2,15,8,6,12,5,1,dundurn place care centre,1,201,Hamilton,3525005,43.25642639,-79.8639432,2020-04-24,201,0,active,<5,0
EAGLE TERRACE,329 Eagle Street,Central,For-Profit,No,Yes,Yes,Yes, L3Y1K3,2011-07-07,13,6,2,4,,,3,2,2,,,,eagle terrace,1,70,Newmarket,3519048,44.04894845,-79.46340434,2020-05-18,70,<5,inactive,,
EAGLE TERRACE,329 Eagle Street,Central,For-Profit,No,Yes,Yes,Yes, L3Y1K3,2011-07-07,13,6,2,4,,,3,2,2,,,,eagle terrace,1,70,Newmarket,3519048,44.04894845,-79.46340434,2020-04-24,70,<5,active,<5,0
EARLS COURT VILLAGE,"1390 Highbury Avenue, North",South West,For-Profit,No,Yes,Yes,Yes, N5Y0B6,2014-10-21,95,88,26,53,47,10,19,19,8,31,30,12,earls court village,1,128,London,3539036,43.02686099,-81.21868721,2020-05-20,128,0,inactive,,
EARLS COURT VILLAGE,"1390 Highbury Avenue, North",South West,For-Profit,No,Yes,Yes,Yes, N5Y0B6,2014-10-21,95,88,26,53,47,10,19,19,8,31,30,12,earls court village,1,128,London,3539036,43.02686099,-81.21868721,2020-04-24,128,<5,active,<5,7
EASTHOLME HOME FOR THE AGED,62 Big Bend Avenue P.O. Box 400,North East,Municipal,No,Yes,Yes,No, P0H1Z0,2011-09-12,22,16,8,4,2,,11,8,5,3,3,3,eastholme home for the aged,1,128,Powassan,3549060,46.0786957,-79.3588835,2020-05-29,128,0,inactive,,
EASTHOLME HOME FOR THE AGED,62 Big Bend Avenue P.O. Box 400,North East,Municipal,No,Yes,Yes,No, P0H1Z0,2011-09-12,22,16,8,4,2,,11,8,5,3,3,3,eastholme home for the aged,1,128,Powassan,3549060,46.0786957,-79.3588835,2020-05-19,128,0,active,0,<5
EATONVILLE CARE CENTRE,420 The East Mall,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, M9B3Z9,2009-12-13,45,23,14,24,9,6,13,8,7,4,3,1,eatonville care centre,1,247,Toronto,3520005,43.64760318,-79.56046144,2020-07-06,247,42,inactive,,
EATONVILLE CARE CENTRE,420 The East Mall,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, M9B3Z9,2009-12-13,45,23,14,24,9,6,13,8,7,4,3,1,eatonville care centre,1,247,Toronto,3520005,43.64760318,-79.56046144,2020-04-24,247,37,active,143,66
EHATARE NURSING HOME,40 Old Kingston Road,Central East,Non-Profit,No,Yes,Yes,No, M1E3J5,2011-09-21,9,5,2,1,,,1,1,1,1,,,ehatare nursing home,1,32,Toronto,3520005,43.77551412,-79.18320493,2020-04-24,32,0,inactive,,
ELGIN ABBEY NURSING HOME,380 First Avenue North P.O. Box 7,South West,For-Profit,No,Yes,No,Yes, N0G1L0,2010-09-09,34,21,8,8,4,2,5,3,2,19,11,6,elgin abbey nursing home,1,27,Arran-Elderslie,3541043,44.31058562,-81.09967099,2020-06-30,27,0,inactive,,
ELGIN ABBEY NURSING HOME,380 First Avenue North P.O. Box 7,South West,For-Profit,No,Yes,No,Yes, N0G1L0,2010-09-09,34,21,8,8,4,2,5,3,2,19,11,6,elgin abbey nursing home,1,27,Arran-Elderslie,3541043,44.31058562,-81.09967099,2020-06-22,27,0,active,0,<5
ELIZABETH CENTRE,2100 Main Street,North East,For-Profit,Yes,Yes,Yes,Yes, P3N1S7,2010-07-05,54,32,20,21,10,5,17,9,6,15,12,8,elizabeth centre,1,128,Greater Sudbury / Grand Sudbury,3553005,46.6119611,-81.02674901,2020-06-02,128,0,inactive,,
ELIZABETH CENTRE,2100 Main Street,North East,For-Profit,Yes,Yes,Yes,Yes, P3N1S7,2010-07-05,54,32,20,21,10,5,17,9,6,15,12,8,elizabeth centre,1,128,Greater Sudbury / Grand Sudbury,3553005,46.6119611,-81.02674901,2020-05-15,128,0,active,<5,<5
ELM GROVE LIVING CENTRE,35 Elm Grove Avenue,Toronto Central,For-Profit,No,Yes,No,Yes, M6K2J2,2011-06-27,15,10,5,7,2,2,3,3,2,1,1,1,elm grove living centre,1,126,Toronto,3520005,43.64031588,-79.4307008,2020-05-22,126,18,inactive,,
ELM GROVE LIVING CENTRE,35 Elm Grove Avenue,Toronto Central,For-Profit,No,Yes,No,Yes, M6K2J2,2011-06-27,15,10,5,7,2,2,3,3,2,1,1,1,elm grove living centre,1,126,Toronto,3520005,43.64031588,-79.4307008,2020-04-24,126,12,active,29,44
ELMWOOD PLACE,46 Elmwood Place West,South West,For-Profit,No,Yes,Yes,Yes, N6J1J2,2010-04-04,50,20,11,18,8,3,20,6,5,5,3,2,elmwood place,1,90,London,3539036,42.96948268,-81.26521352,2020-05-19,90,0,inactive,,
ELMWOOD PLACE,46 Elmwood Place West,South West,For-Profit,No,Yes,Yes,Yes, N6J1J2,2010-04-04,50,20,11,18,8,3,20,6,5,5,3,2,elmwood place,1,90,London,3539036,42.96948268,-81.26521352,2020-04-26,90,0,active,<5,0
ERIN MILLS LODGE NURSING HOME,2132 Dundas Street West,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L5K2K7,2010-10-06,35,21,6,13,6,1,6,4,2,7,6,1,erin mills lodge nursing home,1,86,Mississauga,3521005,43.53474615,-79.66736096,2020-06-11,86,17,inactive,,
ERIN MILLS LODGE NURSING HOME,2132 Dundas Street West,Mississauga Halton,For-Profit,No,Yes,Yes,Yes, L5K2K7,2010-10-06,35,21,6,13,6,1,6,4,2,7,6,1,erin mills lodge nursing home,1,86,Mississauga,3521005,43.53474615,-79.66736096,2020-04-24,86,<5,active,<5,6
EXETER VILLA,155 John Street East,South West,For-Profit,Yes,Yes,No,Yes, N0M1S1,2011-02-15,20,13,9,6,4,4,7,4,3,1,1,1,exeter villa,1,47,South Huron,3540005,43.34653763,-81.47441712,2020-05-14,47,0,inactive,,
EXETER VILLA,155 John Street East,South West,For-Profit,Yes,Yes,No,Yes, N0M1S1,2011-02-15,20,13,9,6,4,4,7,4,3,1,1,1,exeter villa,1,47,South Huron,3540005,43.34653763,-81.47441712,2020-05-12,47,0,active,0,<5
EXTENDICARE BAYVIEW,550 Cummer Avenue,Central,For-Profit,Yes,Yes,Yes,Yes, M2K2M2,2010-09-08,34,11,4,13,3,1,11,2,2,5,2,,extendicare bayview,1,205,Toronto,3520005,43.79341251,-79.3906724,2020-06-12,205,12,inactive,,
EXTENDICARE BAYVIEW,550 Cummer Avenue,Central,For-Profit,Yes,Yes,Yes,Yes, M2K2M2,2010-09-08,34,11,4,13,3,1,11,2,2,5,2,,extendicare bayview,1,205,Toronto,3520005,43.79341251,-79.3906724,2020-04-24,205,6,active,66,13
EXTENDICARE BRAMPTON,7891 Mclaughlin Road,Central West,For-Profit,No,Yes,Yes,Yes, L6Y5H8,2010-09-01,27,18,11,13,6,4,4,4,4,8,7,4,extendicare brampton,1,150,Brampton,3521010,43.65536347,-79.7356338,2020-05-29,150,0,inactive,,
EXTENDICARE BRAMPTON,7891 Mclaughlin Road,Central West,For-Profit,No,Yes,Yes,Yes, L6Y5H8,2010-09-01,27,18,11,13,6,4,4,4,4,8,7,4,extendicare brampton,1,150,Brampton,3521010,43.65536347,-79.7356338,2020-04-24,150,0,active,<5,<5
