outbreak,cleaned_name,name,address,city,postal_code,LHIN,home_type,number_beds,short_stay,residents_council,family_council,accreditation,antipsychotic_percent,pressure_ulcers_percent,falls_percent,restraints_percent,depression_percent,pain_percent,first_inspection_date,last_inspection_date,last_rqi_date,3y_inspections,2y_inspections,1y_inspections,3y_withOrders,2y_withOrders,1y_withOrders,cum_resident_deaths,max_resident_cases,max_hcw_cases,date_first_outbreak,date_max_cases,date_max_HCWcases,date_first_resolved,CSDname,CSDuid,latitude,longitude
0.0,huronview home for the aged,HURONVIEW HOME FOR THE AGED,77722A London Road R.R. #5,Clinton, N0M1L0,South West,Municipal,120.0,No,Yes,Yes,No,2.5,2.0,15.4,1.4,38.5,4.3,2010-09-15,2020-03-03,2017-07-14,8.0,6.0,4.0,0.0,0.0,0.0,,,,,,,,Huron East,3540040.0,43.598187100000004,-81.53130859999997
1.0,marshall gowland manor,MARSHALL GOWLAND MANOR,749 Devine Street,Sarnia, N7T1X3,Erie St. Clair,Municipal,126.0,No,Yes,Yes,No,20.5,2.8,17.2,15.0,17.5,5.8,2010-08-27,2020-10-15,2017-05-30,12.0,9.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2020-05-05,2020-05-16,2020-05-05,2020-06-02,Sarnia,3538030.0,42.96399632,-82.38446927
0.0,north lambton lodge,NORTH LAMBTON LODGE,39 Morris Street R.R. #6,Forest, N0N1J0,Erie St. Clair,Municipal,88.0,No,Yes,Yes,No,7.4,1.5,8.3,3.3,9.3,2.3,2011-05-13,2020-09-24,2017-11-15,10.0,9.0,6.0,0.0,0.0,0.0,,,,,,,,Lambton Shores,3538040.0,43.09281026,-81.99290376
1.0,lanark lodge,LANARK LODGE,"115 Christie Lake Road, R. R. #4 Lot 27, Concession 2",Perth, K7H3C6,South East,Municipal,163.0,Yes,Yes,Yes,Yes,19.9,2.3,14.9,8.3,36.3,7.3,2010-08-10,2020-01-24,2018-10-17,19.0,14.0,10.0,2.0,2.0,2.0,0.0,0.0,1.0,2020-05-15,2020-05-15,2020-05-15,2020-06-03,Tay Valley,3509015.0,44.90398014,-76.27207578
0.0,the john m. parrott centre,THE JOHN M. PARROTT CENTRE,309 Bridge Street West,Napanee, K7R2G4,South East,Municipal,168.0,Yes,Yes,Yes,Yes,6.5,2.2,14.9,3.9,32.2,23.4,2010-08-11,2020-09-24,2017-06-12,12.0,8.0,4.0,0.0,0.0,0.0,,,,,,,,Greater Napanee,3511015.0,44.2413403,-76.97028786
0.0,strathmere lodge,STRATHMERE LODGE,599 Albert Street Box 5000,Strathroy, N7G3J3,South West,Municipal,160.0,Yes,Yes,Yes,No,19.4,7.1,16.4,42.0,35.6,14.8,2011-01-10,2020-10-19,2018-02-01,6.0,4.0,3.0,1.0,0.0,0.0,,,,,,,,Strathroy-Caradoc,3539015.0,42.95570205,-81.64392804
0.0,golden plough lodge,GOLDEN PLOUGH LODGE,983 Burnham Street,Cobourg, K9A5J6,Central East,Municipal,151.0,No,Yes,Yes,Yes,24.7,3.6,18.8,4.6,38.1,11.3,2010-09-22,2020-07-17,2017-04-20,10.0,4.0,3.0,2.0,0.0,0.0,,,,,,,,Cobourg,3514021.0,43.974493700000004,-78.19501703
0.0,h.j. mcfarland memorial home,H.J. MCFARLAND MEMORIAL HOME,"R.R. #2, 603 Highway 49 Hallowell Township",Picton, K0K2T0,South East,Municipal,84.0,No,Yes,Yes,Yes,21.3,3.7,22.3,8.7,32.3,5.8,2011-05-10,2020-09-30,2018-07-16,20.0,11.0,5.0,3.0,2.0,0.0,,,,,,,,Prince Edward County,3513020.0,44.02513295,-77.13549939
1.0,bonnechere manor,BONNECHERE MANOR,470 Albert Street,Renfrew, K7V4L5,Champlain,Municipal,180.0,Yes,Yes,Yes,Yes,14.1,2.2,16.6,0.9,22.8,4.5,2010-09-23,2020-10-29,2018-09-10,11.0,10.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,2020-05-11,2020-05-11,2020-05-11,2020-05-15,Renfrew,3547048.0,45.48345932,-76.70256458
1.0,miramichi lodge,MIRAMICHI LODGE,725 Pembroke Street West,Pembroke, K8A8S6,Champlain,Municipal,166.0,Yes,Yes,Yes,Yes,15.6,3.6,22.5,2.3,33.0,16.3,2010-10-22,2020-01-24,2017-04-18,11.0,9.0,6.0,1.0,1.0,1.0,0.0,,,,,,2020-04-24,Pembroke,3547064.0,45.82684776,-77.13017355
0.0,victoria manor home for the aged,VICTORIA MANOR HOME FOR THE AGED,220 Angeline Street South,Lindsay, K9V4R2,Central East,Municipal,166.0,Yes,Yes,Yes,Yes,15.3,1.6,15.7,8.5,19.2,6.0,2011-02-17,2020-05-26,2018-06-07,9.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,Kawartha Lakes,3516010.0,44.33869223,-78.74399304
1.0,wellington terrace long-term care home,WELLINGTON TERRACE LONG-TERM CARE HOME,474 Wellington Road 18,Fergus, N1M0A1,Waterloo Wellington,Municipal,176.0,No,Yes,Yes,No,12.6,1.6,17.8,1.8,37.1,4.8,2010-09-08,2020-11-05,2017-08-03,4.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,2020-04-24,Centre Wellington,3523025.0,43.696534,-80.400755
0.0,teck pioneer residence,TECK PIONEER RESIDENCE,145A Government Road East Postal Bag Service 1757,Kirkland Lake, P2N3P4,North East,Municipal,81.0,No,Yes,Yes,Yes,12.5,3.2,13.1,6.5,22.4,9.6,2011-01-24,2020-07-17,2018-06-27,7.0,6.0,1.0,1.0,1.0,0.0,,,,,,,,Kirkland Lake,3554068.0,48.15345549,-80.01468335
0.0,craigholme,CRAIGHOLME,221 Main Street R. R. #1,Ailsa Craig, N0M1A0,South West,Non-Profit,83.0,Yes,Yes,Yes,No,16.3,2.4,15.0,3.3,28.5,7.4,2010-11-18,2020-09-23,2018-09-21,11.0,8.0,5.0,4.0,4.0,2.0,,,,,,,,North Middlesex,3539041.0,43.14535469,-81.53006982
0.0,crown ridge place,CROWN RIDGE PLACE,106 Crown Street,Trenton, K8V6R3,South East,For-Profit,116.0,Yes,Yes,Yes,Yes,6.0,1.8,17.5,1.9,37.0,25.1,2010-09-15,2020-07-14,2017-11-22,7.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,Quinte West,3512015.0,44.10639945,-77.56149694
0.0,westgate lodge nursing home,WESTGATE LODGE NURSING HOME,37 Wilkie Street,Belleville, K8P4E4,South East,For-Profit,88.0,Yes,Yes,Yes,Yes,9.6,3.0,18.7,1.0,36.8,3.6,2010-08-18,2020-07-10,2017-06-23,16.0,12.0,5.0,1.0,1.0,0.0,,,,,,,,Belleville,3512005.0,44.14702066,-77.40620279
0.0,maple villa long term care centre,MAPLE VILLA LONG TERM CARE CENTRE,441 Maple Avenue,Burlington, L7S1L8,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,93.0,No,Yes,Yes,Yes,,2.1,10.4,1.8,18.5,0.0,2011-02-15,2020-10-29,2017-12-11,6.0,4.0,2.0,0.0,0.0,0.0,,,,,,,,Burlington,3524002.0,43.31995171,-79.80289539
1.0,pinehaven nursing home,PINEHAVEN NURSING HOME,229 Lexington Road,Waterloo, N2K2E1,Waterloo Wellington,For-Profit,84.0,No,Yes,Yes,Yes,7.0,2.5,17.8,0.0,34.3,1.0,2010-10-13,2020-09-21,2018-01-19,7.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,2020-04-29,2020-04-29,2020-04-29,2020-05-12,Waterloo,3530016.0,43.492695399999995,-80.51167673
0.0,the four seasons lodge,THE FOUR SEASONS LODGE,117 Banting Drive,Deep River, K0J1P0,Champlain,Non-Profit,14.0,No,Yes,No,Yes,30.2,4.2,22.0,11.8,30.5,6.1,2011-11-22,2020-02-28,2017-11-20,5.0,3.0,2.0,1.0,1.0,0.0,,,,,,,,Deep River,3547096.0,46.09087579,-77.47500669
0.0,derbecker's heritage house,DERBECKER'S HERITAGE HOUSE,54 Eby Street,St. Jacobs, N0B2N0,Waterloo Wellington,For-Profit,73.0,No,Yes,No,No,20.3,2.0,15.2,0.0,34.8,1.9,2011-09-12,2020-10-21,2017-09-06,4.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,Woolwich,3530035.0,43.54089651,-80.54914374
1.0,downsview long term care centre,DOWNSVIEW LONG TERM CARE CENTRE,3595 Keele Street,North York, M3J1M7,Central,For-Profit,252.0,Yes,Yes,Yes,Yes,26.8,1.7,11.7,3.4,14.4,0.0,2011-06-10,2020-10-21,2017-12-28,12.0,6.0,3.0,3.0,0.0,0.0,64.0,66.0,92.0,2020-04-24,2020-05-23,2020-05-16,2020-06-19,Toronto,3520005.0,43.7511842,-79.48559573
0.0,hardy terrace,HARDY TERRACE,612 Mount Pleasant Road R. R. #2,Brantford, N3T5L5,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,101.0,Yes,Yes,Yes,Yes,25.0,4.6,17.0,6.6,19.0,9.7,2010-09-02,2020-08-05,2017-11-21,13.0,10.0,6.0,5.0,4.0,3.0,,,,,,,,Brant,3529005.0,43.0876862,-80.3068167
0.0,perth community care centre,PERTH COMMUNITY CARE CENTRE,101 Christie Lake Road R. R. #4,Perth, K7H3C6,South East,For-Profit,121.0,No,Yes,Yes,Yes,11.4,3.8,18.2,15.3,41.3,8.0,2011-06-15,2020-11-06,2018-06-13,18.0,13.0,9.0,4.0,3.0,2.0,,,,,,,,Tay Valley,3509015.0,44.90433714,-76.27097938
0.0,tilbury manor nursing home,TILBURY MANOR NURSING HOME,16 Fort Street P.O. Box 160,Tilbury, N0P2L0,Erie St. Clair,For-Profit,75.0,Yes,Yes,Yes,Yes,31.6,3.3,13.5,0.0,34.9,0.7,2010-11-10,2020-09-30,2017-05-10,7.0,6.0,2.0,1.0,0.0,0.0,,,,,,,,Chatham-Kent,3536020.0,42.25877139,-82.43044492
1.0,villa marconi,VILLA MARCONI,1026 Baseline Road,Ottawa, K2C0A6,Champlain,Non-Profit,128.0,No,Yes,Yes,Yes,23.7,4.7,14.5,1.0,16.8,6.9,2011-05-05,2020-10-01,2018-09-20,23.0,18.0,13.0,4.0,4.0,2.0,0.0,0.0,1.0,2020-04-24,2020-04-24,2020-04-24,2020-04-26,Ottawa,3506008.0,45.36599844,-75.72703304
1.0,west park health centre,WEST PARK HEALTH CENTRE,103 Pelham Road,St Catharines, L2S1S9,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,101.0,Yes,Yes,Yes,Yes,28.1,5.8,28.6,2.6,27.1,4.9,2010-07-21,2020-10-27,2018-12-10,10.0,8.0,7.0,3.0,2.0,1.0,1.0,1.0,0.0,2020-05-18,2020-05-18,2020-05-18,2020-06-01,St. Catharines,3526053.0,43.140947,-79.25086429999998
1.0,thompson house,THOMPSON HOUSE,1 Overland Drive,North York, M3C2C3,Central,Non-Profit,136.0,No,Yes,Yes,No,21.3,3.2,14.4,37.2,19.3,1.2,2011-10-05,2020-02-14,2017-06-23,7.0,6.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,2020-05-15,2020-05-15,2020-05-15,2020-06-01,Toronto,3520005.0,43.7324901,-79.34677178
1.0,sherbourne place,SHERBOURNE PLACE,345 Sherbourne Street,Toronto, M5A2S3,Toronto Central,Non-Profit,126.0,Yes,Yes,No,Yes,19.8,1.8,8.5,3.8,22.3,2.7,2010-11-23,2019-11-21,2019-01-31,11.0,5.0,4.0,2.0,1.0,1.0,19.0,46.0,27.0,2020-04-24,2020-04-28,2020-05-01,2020-06-12,Toronto,3520005.0,43.66267759,-79.37266528
1.0,wellesley central place,WELLESLEY CENTRAL PLACE,160 Wellesley Street East,Toronto, M4Y1J2,Toronto Central,Non-Profit,150.0,Yes,Yes,Yes,Yes,17.5,1.7,10.3,2.2,17.1,1.0,2011-08-11,2020-02-06,2017-11-06,12.0,9.0,6.0,3.0,2.0,2.0,18.0,46.0,22.0,2020-04-24,2020-05-14,2020-04-28,2020-06-16,Toronto,3520005.0,43.66687279,-79.37566588
0.0,dundas manor nursing home,DUNDAS MANOR NURSING HOME,533 Clarence Street P.O. Box 970,Winchester, K0C2K0,Champlain,Non-Profit,98.0,No,Yes,Yes,Yes,21.2,2.9,23.7,8.1,21.0,12.0,2011-06-28,2020-11-13,2018-07-09,17.0,13.0,7.0,3.0,1.0,1.0,,,,,,,,North Dundas,3501030.0,45.08860351,-75.35556820000002
1.0,eastholme home for the aged,EASTHOLME HOME FOR THE AGED,62 Big Bend Avenue P.O. Box 400,Powassan, P0H1Z0,North East,Municipal,128.0,No,Yes,Yes,No,19.5,2.1,18.3,3.4,35.6,12.0,2011-09-12,2020-09-24,2017-08-10,7.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2020-05-19,2020-05-19,2020-05-19,2020-05-29,Powassan,3549060.0,46.078695700000004,-79.35888349999998
0.0,eden house nursing home,EDEN HOUSE NURSING HOME,5016 Wellington County Road 29 R. R. #2,Guelph, N1H6H8,Waterloo Wellington,For-Profit,59.0,No,Yes,Yes,Yes,17.1,1.9,24.0,0.0,30.4,12.4,2011-02-28,2020-10-13,2018-07-09,7.0,7.0,3.0,0.0,0.0,0.0,,,,,,,,Guelph/Eramosa,3523009.0,43.58078794,-80.16785633
0.0,bobier villa,BOBIER VILLA,1 Bobier Lane,Dutton, N0L1J0,South West,Municipal,57.0,Yes,Yes,Yes,No,25.5,3.0,12.5,9.8,33.2,14.4,2010-11-18,2020-10-13,2018-10-05,4.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,Dutton/Dunwich,3534030.0,42.66709281,-81.51387127
0.0,elgin manor,ELGIN MANOR,39262 Fingal Line R. R. #1,St. Thomas, N5P3S5,South West,Municipal,90.0,Yes,Yes,Yes,No,21.2,2.2,20.1,12.6,27.8,17.3,2010-11-05,2020-11-02,2017-12-12,11.0,10.0,7.0,0.0,0.0,0.0,,,,,,,,Southwold,3534024.0,42.76901044,-81.23754879
0.0,terrace lodge,TERRACE LODGE,475 Talbot Street East 49462 Talbot Line,Aylmer, N5H3A5,South West,Municipal,100.0,Yes,Yes,Yes,No,12.1,5.6,20.4,16.4,37.3,12.5,2011-05-16,2020-09-28,2017-11-27,11.0,10.0,8.0,1.0,1.0,0.0,,,,,,,,Malahide,3534010.0,42.771096299999996,-80.9682813
0.0,espanola general hospital (operating as espanola nursing home-ltc),ESPANOLA GENERAL HOSPITAL (OPERATING AS ESPANOLA NURSING HOME-LTC),825 Mckinnon Drive,Espanola, P5E1R4,North East,Non-Profit,32.0,No,Yes,Yes,Yes,19.6,1.3,6.9,10.9,10.4,5.6,2011-09-29,2020-06-04,2018-01-22,5.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,Espanola,3552026.0,46.2484521,-81.7808318
1.0,ehatare nursing home,EHATARE NURSING HOME,40 Old Kingston Road,Scarborough, M1E3J5,Central East,Non-Profit,32.0,No,Yes,Yes,No,9.1,3.7,18.2,0.0,15.3,3.0,2011-09-21,2019-11-06,2019-01-22,3.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,2020-04-24,Toronto,3520005.0,43.77551412,-79.18320493
0.0,bayfield manor,BAYFIELD MANOR,100 Elvira Street P.O. Bag 3000,Kemptville, K0G1J0,Champlain,For-Profit,66.0,No,Yes,Yes,No,18.2,5.0,22.2,7.2,24.8,8.5,2011-04-11,2020-10-09,2018-12-13,8.0,4.0,2.0,0.0,0.0,0.0,,,,,,,,North Grenville,3507065.0,45.01874519,-75.65323739
1.0,extendicare bayview,EXTENDICARE BAYVIEW,550 Cummer Avenue,North York, M2K2M2,Central,For-Profit,205.0,Yes,Yes,Yes,Yes,16.9,2.4,12.5,1.2,7.4,1.5,2010-09-08,2020-02-04,2018-09-13,5.0,3.0,2.0,0.0,0.0,0.0,12.0,69.0,13.0,2020-04-24,2020-05-02,2020-04-24,2020-06-12,Toronto,3520005.0,43.79341251,-79.3906724
1.0,bennett health care centre,BENNETT HEALTH CARE CENTRE,1 Princess Anne Drive,Georgetown, L7G2B8,Mississauga Halton,Non-Profit,66.0,No,Yes,Yes,Yes,19.7,2.1,20.4,0.7,38.0,6.1,2011-02-09,2020-07-21,2017-06-01,8.0,6.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,2020-05-17,2020-05-17,2020-05-17,2020-06-03,Halton Hills,3524015.0,43.64477486,-79.93394806
0.0,birchwood terrace,BIRCHWOOD TERRACE,237 Lakeview Drive R. R. #1,Kenora, P9N4J7,North West,For-Profit,96.0,Yes,Yes,Yes,Yes,17.5,4.9,18.8,14.1,25.3,7.0,2010-07-14,2020-11-06,2018-11-14,19.0,14.0,9.0,10.0,6.0,2.0,,,,,,,,Kenora,3560010.0,49.76559284,-94.50497800000001
1.0,blackadar continuing care centre,BLACKADAR CONTINUING CARE CENTRE,101 Creighton Road,Dundas, L9H3B7,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,80.0,No,Yes,No,No,25.4,3.8,19.2,5.3,18.1,13.3,2010-08-24,2020-10-27,2018-06-18,8.0,7.0,3.0,4.0,4.0,1.0,0.0,1.0,0.0,2020-05-11,2020-05-11,2020-05-11,2020-05-25,Hamilton,3525005.0,43.26120069,-79.96830854
1.0,extendicare brampton,EXTENDICARE BRAMPTON,7891 Mclaughlin Road,Brampton, L6Y5H8,Central West,For-Profit,150.0,No,Yes,Yes,Yes,27.0,3.2,21.3,2.4,14.8,8.4,2010-09-01,2020-09-09,2018-11-09,14.0,10.0,4.0,6.0,4.0,0.0,1.0,14.0,6.0,2020-04-24,2020-05-13,2020-05-13,2020-05-29,Brampton,3521010.0,43.65536347,-79.7356338
1.0,chelsey park,CHELSEY PARK,310 Oxford Street West,London, N6H4N6,South West,For-Profit,247.0,Yes,Yes,Yes,Yes,21.1,4.9,20.2,6.9,37.1,4.5,2010-11-02,2020-09-15,2018-09-14,20.0,14.0,12.0,2.0,1.0,1.0,0.0,0.0,1.0,2020-05-25,2020-05-25,2020-05-26,2020-04-24,London,3539036.0,42.98760838,-81.27670392
0.0,extendicare cobourg,EXTENDICARE COBOURG,130 New Densmore Road,Cobourg, K9A5W2,Central East,For-Profit,69.0,No,Yes,Yes,Yes,16.3,2.9,14.5,0.0,48.4,7.0,2011-07-26,2020-07-20,2018-01-03,8.0,6.0,2.0,0.0,0.0,0.0,,,,,,,,Cobourg,3514021.0,43.9837753,-78.17209322
0.0,country lane long term care residence,COUNTRY LANE LONG TERM CARE RESIDENCE,"R. R. #3, 317079 Hwy 6 & 10",Chatsworth, N0H1G0,South West,For-Profit,34.0,No,Yes,Yes,Yes,28.9,1.3,25.8,0.0,30.4,7.2,2011-04-14,2020-11-06,2017-11-30,3.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,Chatsworth,3542037.0,44.465706899999994,-80.9030782
1.0,country village homes - woodslee,COUNTRY VILLAGE HOMES - WOODSLEE,440 County Road 8 R. R. #2,Woodslee, N0R1V0,Erie St. Clair,For-Profit,104.0,No,Yes,Yes,Yes,23.0,4.2,14.1,6.7,41.9,3.2,2010-10-12,2020-09-24,2018-01-09,16.0,9.0,6.0,2.0,1.0,1.0,19.0,28.0,14.0,2020-04-24,2020-04-24,2020-04-27,2020-05-20,Kingsville,3537013.0,42.17241110000001,-82.72129740000003
1.0,craiglee nursing home,CRAIGLEE NURSING HOME,102 Craiglee Drive,Scarborough, M1N2M7,Central East,For-Profit,169.0,No,Yes,Yes,Yes,18.3,2.7,13.4,2.0,15.7,6.4,2010-07-28,2020-07-30,2018-08-28,13.0,10.0,5.0,6.0,5.0,2.0,1.0,1.0,7.0,2020-04-24,2020-04-24,2020-05-07,2020-06-10,Toronto,3520005.0,43.706865,-79.25329325
0.0,dearness home for senior citizens,DEARNESS HOME FOR SENIOR CITIZENS,710 Southdale Road East,London, N6E1R8,South West,Municipal,243.0,Yes,Yes,Yes,Yes,21.3,2.3,21.6,1.1,35.3,1.5,2010-07-27,2020-09-17,2017-12-06,17.0,15.0,9.0,0.0,0.0,0.0,,,,,,,,London,3539036.0,42.94410837,-81.2242039
0.0,f. j. davey home,F. J. DAVEY HOME,733 Third Line East,Sault Ste Marie, P6A7C1,North East,Non-Profit,374.0,No,Yes,Yes,Yes,18.9,5.0,18.5,12.9,38.6,3.1,2010-08-16,2020-10-29,2018-03-13,12.0,8.0,7.0,1.0,1.0,1.0,,,,,,,,Sault Ste. Marie,3557061.0,46.55212210000001,-84.3119845
1.0,extendicare falconbridge,EXTENDICARE FALCONBRIDGE,281 Falconbridge Road,Sudbury, P3A5K4,North East,For-Profit,234.0,Yes,Yes,Yes,Yes,22.8,3.2,18.1,1.9,19.6,7.5,2010-10-05,2020-10-14,2018-06-28,24.0,17.0,11.0,11.0,6.0,4.0,0.0,0.0,1.0,2020-07-26,2020-07-26,2020-07-26,,Greater Sudbury / Grand Sudbury,3553005.0,46.50713379,-80.93753367
0.0,georgian heights,GEORGIAN HEIGHTS,1115-10th Street East,Owen Sound, N4K6B1,South West,For-Profit,40.0,No,Yes,Yes,Yes,25.2,2.7,13.0,0.0,35.3,9.6,2010-09-23,2020-11-12,2017-10-10,4.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,Owen Sound,3542059.0,44.56929937,-80.92272196
1.0,extendicare guildwood,EXTENDICARE GUILDWOOD,60 Guildwood Parkway,Scarborough, M1E1N9,Central East,For-Profit,169.0,Yes,Yes,Yes,Yes,20.2,3.0,18.9,0.1,8.4,1.7,2010-07-19,2020-09-24,2018-09-07,11.0,9.0,7.0,6.0,4.0,3.0,48.0,96.0,40.0,2020-04-24,2020-05-26,2020-06-23,2020-07-06,Toronto,3520005.0,43.74686311,-79.20313123
0.0,extendicare haliburton,EXTENDICARE HALIBURTON,167 Park Street P.O. Box 780,Haliburton, K0M1S0,Central East,For-Profit,60.0,No,Yes,Yes,Yes,24.1,2.8,28.9,0.0,28.4,20.9,2011-11-10,2020-09-21,2018-12-05,7.0,6.0,5.0,2.0,2.0,1.0,,,,,,,,Dysart et al,3546024.0,45.051712,-78.502471
1.0,extendicare halton hills,EXTENDICARE HALTON HILLS,9 Lindsay Court,Georgetown, L7G6G9,Mississauga Halton,For-Profit,130.0,No,Yes,Yes,Yes,25.5,2.9,21.1,6.5,30.6,2.8,2010-11-19,2020-10-16,2018-11-09,12.0,7.0,3.0,6.0,5.0,3.0,0.0,0.0,1.0,2020-05-23,2020-05-23,2020-05-23,2020-06-02,Halton Hills,3524015.0,43.64922616,-79.94812796
1.0,extendicare hamilton,EXTENDICARE HAMILTON,90 Chedmac Drive,Hamilton, L9C7S6,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,160.0,No,Yes,Yes,Yes,22.3,2.2,16.3,1.8,13.9,14.2,2010-09-30,2020-11-03,2018-02-22,12.0,8.0,7.0,2.0,1.0,1.0,0.0,0.0,1.0,2020-05-13,2020-05-13,2020-05-13,2020-05-25,Hamilton,3525005.0,43.23730029,-79.92136612
0.0,hamilton continuing care,HAMILTON CONTINUING CARE,125 Wentworth Street South,Hamilton, L8N2Z1,Hamilton Niagara Haldimand Brant (Hnhb),For-Profit,64.0,No,Yes,No,Yes,13.5,4.1,21.0,0.0,41.4,7.8,2010-11-21,2020-08-10,2018-12-04,11.0,6.0,1.0,5.0,2.0,0.0,,,,,,,,Hamilton,3525005.0,43.24791349,-79.8504795
0.0,hope street terrace,HOPE STREET TERRACE,20 Hope Street South,Port Hope, L1A2M8,Central East,For-Profit,97.0,Yes,Yes,No,Yes,15.3,3.8,18.7,3.8,33.2,9.3,2010-09-17,2020-06-10,2018-02-09,10.0,7.0,5.0,1.0,1.0,1.0,,,,,,,,Port Hope,3514020.0,43.95459039,-78.28837976
0.0,extendicare kapuskasing,EXTENDICARE KAPUSKASING,45 Ontario Street P.O. Box 460,Kapuskasing, P5N2Y5,North East,For-Profit,61.0,Yes,Yes,Yes,Yes,19.6,1.5,14.4,3.7,16.2,7.0,2011-11-15,2020-11-02,2017-11-30,13.0,11.0,6.0,1.0,1.0,0.0,,,,,,,,Kapuskasing,3556066.0,49.41769224,-82.41017831
0.0,extendicare kawartha lakes,EXTENDICARE KAWARTHA LAKES,125 Colborne Street East,Lindsay, K0L2V0,Central East,For-Profit,64.0,No,Yes,No,Yes,7.0,2.8,15.2,4.6,19.8,4.9,2010-11-08,2020-11-02,2018-01-04,5.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,Kawartha Lakes,3516010.0,44.36383334,-78.72369584
0.0,extendicare kingston,EXTENDICARE KINGSTON,309 Queen Mary Road,Kingston, K7M6P4,South East,For-Profit,150.0,No,Yes,Yes,Yes,7.7,0.9,17.3,2.4,22.8,11.4,2011-10-17,2020-10-20,2018-02-15,8.0,4.0,2.0,1.0,0.0,0.0,,,,,,,,Kingston,3510010.0,44.23934601,-76.53531092
0.0,extendicare kirkland lake,EXTENDICARE KIRKLAND LAKE,155 Government Road East,Kirkland Lake, P2N3P4,North East,For-Profit,100.0,Yes,Yes,Yes,Yes,20.0,1.9,18.4,0.8,22.2,20.2,2011-06-14,2020-07-30,2018-09-25,5.0,4.0,3.0,0.0,0.0,0.0,,,,,,,,Kirkland Lake,3554068.0,48.15597609,-80.02268375
1.0,extendicare lakefield,EXTENDICARE LAKEFIELD,19 Fraser Street,Lakefield, K0L2H0,Central East,For-Profit,100.0,Yes,Yes,Yes,Yes,16.3,3.7,20.9,1.3,18.1,15.4,2010-11-25,2020-09-25,2018-11-15,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2020-04-27,2020-04-27,2020-04-27,2020-05-09,Selwyn,3515015.0,44.42419477,-78.28153509999999
0.0,lakeside long term care centre,LAKESIDE LONG TERM CARE CENTRE,150 Dunn Avenue,Toronto, M6K2R6,Toronto Central,Non-Profit,128.0,Yes,Yes,Yes,Yes,25.0,2.8,15.0,1.2,4.5,0.0,2011-12-20,2020-01-28,2018-08-02,6.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,Toronto,3520005.0,43.636584,-79.43316800000002
1.0,extendicare laurier manor,EXTENDICARE LAURIER MANOR,1715 Montreal Road,Gloucester, K1J6N4,Champlain,For-Profit,242.0,No,Yes,Yes,Yes,25.1,1.3,19.7,9.6,36.4,2.9,2010-09-10,2020-10-08,2018-03-22,23.0,13.0,7.0,3.0,0.0,0.0,25.0,38.0,39.0,2020-04-24,2020-04-29,2020-05-07,2020-06-17,Ottawa,3506008.0,45.44640676,-75.61084101
0.0,extendicare london,EXTENDICARE LONDON,860 Waterloo Street,London, N6A3W6,South West,For-Profit,170.0,Yes,Yes,Yes,Yes,11.3,2.9,19.0,0.0,15.0,14.4,2010-09-02,2020-10-28,2018-06-06,12.0,10.0,6.0,0.0,0.0,0.0,,,,,,,,London,3539036.0,43.00042548,-81.24860602
1.0,maitland manor,MAITLAND MANOR,290 South Street,Goderich, N7A4G6,South West,For-Profit,91.0,Yes,Yes,Yes,Yes,21.0,5.1,21.4,4.8,28.8,12.9,2011-03-02,2020-07-10,2017-08-28,8.0,7.0,7.0,3.0,3.0,3.0,0.0,1.0,0.0,2020-05-20,2020-05-20,2020-05-20,2020-06-03,Goderich,3540028.0,43.73314149,-81.71190013
0.0,manitoulin centennial manor home for the aged,MANITOULIN CENTENNIAL MANOR HOME FOR THE AGED,70 Robinson Street Postal Bag 460,Little Current, P0P1K0,North East,Municipal,60.0,No,Yes,No,No,7.3,1.0,20.0,0.0,27.4,5.2,2011-02-28,2020-11-09,2018-01-02,8.0,5.0,2.0,2.0,1.0,1.0,,,,,,,,Northeastern Manitoulin and the Islands,3551017.0,45.98389625,-81.93648973
