HCC_CODE,FACILITY_NAME,HLTH_AUTH,OWNERSHIP,STREET_ADDRESS,CITY,POSTAL,PHONE,OPERATOR_NAME,OPEN_DATE,COUNCIL,MEETINGS_HELD,PARKING_COSTS,REGULATION,ACCRED_STATUS,ACCRED_EXPIRY,COMPLAINT_CONTACT,COMPLAINT_PHONE,SPENDING_ACCOUNT,FOOD_SERVICE,FOOD_PREP,FOOD_COST_LASTYR,FOOD_COST_CURRENTYR,LANGUAGES,DCH_NURSE_LASTYR,DCH_ALLIED_LASTYR,DCH_TOTAL_LASTYR,DCH_NURSE_CURRENTYR,DCH_ALLIED_CURRENTYR,DCH_TOTAL_CURRENTYR,FEES_CABLE,FEES_TELE,FEES_INTERNET,FEES_OTHER,BEDS_PRIVATE,BEDS_PUBLIC,BEDS_TOTAL,ROOMS_PRIVATE,ROOMS_SEMI,ROOMS_MULTI,COMPLAINTS,SUB_COMPLAINTS,INCIDENT_OUTBREAK,INCIDENT_ABUSE,INCIDENT_FALL,INCIDENT_POISON,INCIDENT_MEDICATION,INCIDENT_WANDERING,INCIDENT_INJURY,INCIDENT_AGGRESSION,INCIDENT_OUTBREAK_100,INCIDENT_ABUSE_100,INCIDENT_FALL_100,INCIDENT_POISON_100,INCIDENT_MEDICATION_100,INCIDENT_WANDERING_100,INCIDENT_INJURY_100,INCIDENT_AGGRESSION_100,ADVERSE_EVENT,AGE,FEMALE,AGE_85_PLUS,AGE_UNDER_65,STAY_LENGTH,DEPRESSION,ADL_DEPENDENT,CPS_SEVERE,DEMENTIA,ABS_PHYS_ABUSIVE,ISE,ISE_LOW,CMI,THERAPY_PT,THERAPY_RT,THERAPY_OT,MEDS_DEPRESSION,MEDS_ANTIPSYCHOTICS,RESTRAINTS,WEBPAGE,SURVEY_URL,MISSING_SURVEY,CONTRACTED_NURSING,CONTRACTED_CARE_AIDES,CONTRACTED_HOUSEKEEPING,CONTRACTED_PLANT,PER_DIEM_LASTYR,PER_DIEM_CURRENTYR,INSPECTIONS,INFRACTIONS,INFRACTIONS_LICENSING,INFRACTIONS_FACILITY,INFRACTIONS_STAFFING,INFRACTIONS_POLICY,INFRACTIONS_CARE,INFRACTIONS_DISEASE,INFRACTIONS_FOOD,INFRACTIONS_MEDICATION,INFRACTIONS_PROGRAM,INFRACTIONS_REPORTING,INFRACTIONS_RIGHTS,INFRACTIONS_OTHER
99127,David Lloyd Jones Home,Interior Health,HA,934 Bernard Ave,Kelowna,V1Y6P8,(250) 762-2706,Interior Health,1979,Resident & Family Council (combined),Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Residential Manager,(250) 862-4300x2140,Yes,Operator,Yes,$8.03,$9.00,English,2.83,0.35,3.18,2.83,0.37,3.20,No,No,No,None,0,64,64,64,0,0,0,0,3,3,1,1,0,1,1,0,4.7,4.7,1.6,1.6,0.0,1.6,1.6,0.0,not applicable,86,65.3%,63.3%,5.5%,625,33.2%,43.0%,26.2%,70.3%,8.6%,2.9,37.5%,0.57,2.7%,19.9%,29.7%,54.7%,35.8%,3.9%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=David%20Lloyd%20Jones%20Home,https://surveybcseniors.org/carehomeresults/david-lloyd-jones-iha/,,n/a,n/a,n/a,n/a,n/a,n/a,1,4,0,1,1,0,1,0,0,0,0,1,0,0
9C280,Delta View Habilitation Centre,Fraser Health,PFP,9341 Burns Drive,Delta,V4K3N3,(604) 596-8842,The Good Samaritan Society,1991,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,October 2019,"Joan Alexander, Site Manager",(604) 596-8842,Yes,Operator,Yes,n/a,$6.78,"English, Spanish, Punjabi, Hindi, Italian, Arabic, Gujarati, Korean, Mandarin, Cantonese, Tagalog, Filipino",n/a,n/a,n/a,2.58,0.22,2.80,No,No,No,"Clothing labeling, Specialty items",9,71,80,72,4,0,0,0,0,0,4,0,0,1,0,0,0.0,0.0,5.0,0.0,0.0,1.3,0.0,0.0,not applicable,79,66.7%,33.3%,0.0%,n/a,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,https://gss.org/locations/good-samaritan-delta-view-care-centre/,https://surveybcseniors.org/carehomeresults/delta-view-habilitation-centre-fha/,,No,No,No,No,n/a,$232.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9940H,Delta View Life Enrichment Centre,Fraser Health,PFP,9321 Burns Drive,Delta,V4K3N3,(604) 501-6700,The Good Samaritan Society,2004,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,October 2019,"Joan Alexander, Site Manager",(604) 501-6700,Yes,Operator,Yes,$9.59,$6.75,"English, Punjabi, Cantonese, Filipino, Tagalog, Italian, Gujarati, Spanish, Hindi, German",2.77,0.35,3.13,3.00,0.36,3.36,No,No,No,"Clothing labeling, Specialty items",62,150,212,172,20,0,0,0,0,0,13,0,0,0,1,0,0.0,0.0,6.1,0.0,0.0,0.0,0.5,0.0,not applicable,85,66.2%,55.0%,2.8%,942,26.4%,39.7%,48.4%,73.9%,18.7%,1.9,69.6%,0.61,38.2%,0.0%,0.0%,47.0%,15.9%,0.3%,https://gss.org/locations/good-samaritan-delta-view-care-centre/,https://surveybcseniors.org/carehomeresults/delta-view-life-enrichment-fha/,,No,No,No,No,$232.16,$246.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93B40,Deni House,Interior Health,HA,517 6th Ave N.,Williams Lake,V2G2G8,(250) 302-3208,Interior Health,2011,Resident Council (family can attend),Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2019,Patient Care Quality Office,1-877-442-2001,Yes,Operator,Yes,$7.92,$8.63,"English, Punjabi, Chilcotin,Tagalog, French, Hindi, Korean, Gujarati, Mandarin ",2.89,0.36,3.25,3.09,0.67,3.76,No,No,No,n/a,0,28,28,13,0,5,0,0,0,1,8,0,0,2,0,0,0.0,3.6,28.6,0.0,0.0,7.1,0.0,0.0,not applicable,80,43.3%,48.4%,17.8%,381,23.4%,29.9%,39.0%,61.0%,5.2%,3.7,27.3%,0.58,0.0%,24.7%,0.0%,51.9%,41.0%,8.8%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Deni%20House,https://surveybcseniors.org/carehomeresults/deni-house-iha/,,No,No,No,No,n/a,n/a,1,1,0,1,0,0,0,0,0,0,0,0,0,0
9353A,Discovery Harbour Seniors Community,Vancouver Island Health,PFP,850 14th Avenue,Campbell River,V9W4H4,(250) 287-7166,Park Place Seniors Living Inc.,2008,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Site Leader / Director of Care,(250) 287-7166x228,Yes,Outside Contractor,Yes,$6.60,$7.79,"English, French, Spanish, Filipino, Punjabi, Indonesian, Bosnian, German, Italian",2.89,0.26,3.15,2.83,0.37,3.20,No,No,Yes,n/a,0,142,142,90,4,0,16,9,1,9,21,0,1,6,0,7,0.7,6.3,14.8,0.0,0.7,4.2,0.0,4.9,not applicable,84,57.6%,56.4%,2.5%,912,26.8%,22.0%,31.3%,73.9%,9.7%,1.2,81.5%,0.62,0.6%,0.0%,0.2%,58.8%,28.2%,9.9%,https://www.parkplaceseniorsliving.com/find-a-location/british-columbia/vancouver-island/discovery-harbour/,https://surveybcseniors.org/carehomeresults/new-horizons-community-of-care-island/,,Yes,Yes,Yes,Yes,$211.30,$217.58,5,6,0,0,0,1,0,0,0,0,0,5,0,0
999F1,Dogwood Lodge,Vancouver Coastal Health,HA,500 West 57th Avenue,Vancouver,V6P6E8,(604) 324-6882,Vancouver Coastal Health,1979,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2020,"Manager, Residential Care/Service",(604) 324-6882x235,Yes,Outside Contractor,Yes,$8.23,$8.40,"English, Cantonese, Mandarin, Punjabi, Tagalog, Japanese, Spanish",2.73,0.12,2.85,2.83,0.29,3.12,No,No,No,n/a,0,83,83,83,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,not applicable,84,78.0%,56.0%,1.6%,914,25.9%,43.5%,42.3%,61.7%,6.8%,2.6,53.4%,0.54,35.8%,2.2%,0.3%,44.4%,20.4%,0.9%,http://www.vch.ca/locations-services/result?res_id=48,https://surveybcseniors.org/carehomeresults/dogwood-lodge-vcha/,,No,No,Yes,No,n/a,n/a,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9AJF4,Dr. Andrew Pavilion - Summerland Health Centre,Interior Health,HA,12815 Atkinson Rd.,Summerland,V0H1Z0,(250)  404-8020,Interior Health,1984,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2019,Nurse Manager,(250) 404-8020,Yes,Operator,Yes,$9.05,$9.66,"English, German, Hungarian, Mandarin, Cantonese, Punjabi, Serbo-Croato-Slovenian",2.81,0.34,3.15,2.81,0.33,3.14,No,No,No,n/a,0,50,50,4,5,8,0,0,1,1,1,0,0,0,0,0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,not applicable,89,75.5%,76.7%,0.4%,619,22.3%,45.1%,18.7%,71.5%,1.0%,2.2,60.1%,0.58,0.0%,0.0%,0.0%,34.7%,23.7%,6.7%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Summerland%20Extended%20Care%20%28Dr.%20Andrew%20Pavilion%29,https://surveybcseniors.org/carehomeresults/dr-andrew-pavilion-summerland-health-centre-iha/,,n/a,n/a,n/a,n/a,n/a,n/a,0,1,0,1,0,0,0,0,0,0,0,0,0,0
98F1A,Dr. F. W. Green Memorial Home,Interior Health,HA,1700 4th Street St. South,Cranbrook,V1C6E1,(250) 426-3710,Interior Health,1979,Family Council,Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,September 2019,Residential Manager,(250) 420-2468,Yes,n/a,Yes,$9.01,$9.61,"Italian, English, Filipino, French, Thai, Mandarin",2.94,0.32,3.26,2.96,0.55,3.51,No,n/a,n/a,n/a,0,58,58,60,0,0,0,0,1,0,6,0,0,2,1,0,1.7,0.0,10.3,0.0,0.0,3.4,1.7,0.0,not applicable,84,62.9%,59.5%,7.9%,"1,033",29.1%,45.5%,30.7%,85.2%,4.2%,2.3,55.6%,0.59,0.0%,0.0%,0.0%,47.6%,25.6%,6.9%,https://www.interiorhealth.ca/FindUs/_layouts/FindUs/service.aspx?svcloc=Dr.%20F.W.%20Green%20Home,https://surveybcseniors.org/carehomeresults/dr-f-w-green-memorial-home-iha/,,No,No,No,No,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919C4,Dufferin Care Centre,Fraser Health,PFP,1131 Dufferin St,Coquitlam,V3B7X5,(604) 552-1166,Retirement Concepts,n/a,n/a,n/a,n/a,Hospital Act,Accredited,February 2022,n/a,n/a,n/a,Outside Contractor,n/a,$5.99,$6.35,n/a,2.43,0.31,2.73,2.64,0.31,2.95,n/a,n/a,n/a,n/a,25,128,153,0,0,0,4,1,1,0,23,0,0,1,2,0,0.7,0.0,15.0,0.0,0.0,0.7,1.3,0.0,not applicable,84,73.9%,53.6%,1.4%,601,19.0%,39.1%,49.8%,77.3%,15.6%,0.9,88.4%,0.57,0.0%,55.3%,0.0%,43.1%,27.3%,4.6%,https://www.retirementconcepts.com/locations/dufferin-care-centre/,https://surveybcseniors.org/carehomeresults/dufferin-care-centre-fha/,,Yes,Yes,Yes,Yes,$219.13,$230.55,3,6,0,2,1,0,2,0,1,0,0,0,0,0
9A6D2,Dufferin Place,Vancouver Island Health,HA,1200 Dufferin Crescent,Nanaimo,V9S2B7,(250) 755-7632,Vancouver Island Health,1987,"Resident Council, Family Council",Regular Schedule,Yes (fee charged),Hospital Act,Accredited,April 2022,"Sharron Traub, Manager",(250) 755-7654,Yes,Operator,No,$10.52,$10.85,"English, Filipino, Punjabi",2.96,0.30,3.26,2.98,0.34,3.31,No,No,Yes,"Laundry one time charge $30, hairdressing",0,146,146,14,8,29,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,84,74.5%,55.5%,4.4%,463,37.4%,26.4%,22.7%,44.6%,2.5%,3.8,26.4%,0.58,44.4%,0.0%,30.1%,54.2%,6.1%,2.0%,https://www.islandhealth.ca/our-locations/long-term-care-locations/dufferin-place,https://surveybcseniors.org/carehomeresults/dufferin-place-island/,,No,No,Yes,No,n/a,n/a,1,1,0,0,0,0,1,0,0,0,0,0,0,0
99617,Dunrovin Park Lodge,Northern Health,HA,900 St Laurent Avenue,Quesnel,V2J3S3,(250) 985-5800,Northern Health,2010,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,June 2022,Residential Care Manager,(250) 985-5624,Yes,Operator,Yes,$10.59,$11.85,"English, Filipino, French, Punjabi",3.26,0.31,3.56,3.10,0.32,3.42,No,No,Yes,"Foot care/nail care, massage, hairdressing",0,117,117,107,3,0,1,1,0,1,9,0,0,2,1,0,0.0,0.9,7.7,0.0,0.0,1.7,0.9,0.0,not applicable,82,64.4%,48.2%,12.2%,885,34.1%,33.2%,34.1%,72.1%,17.3%,2.6,51.9%,0.56,12.5%,37.5%,5.8%,67.3%,32.8%,13.6%,https://www.northernhealth.ca/locations/long-term-care/dunrovin-park-lodge,https://surveybcseniors.org/carehomeresults/dunrovin-park-lodge-nha/,,No,No,No,No,n/a,n/a,1,13,1,4,1,12,1,0,0,0,0,4,0,0
9154A,Eagle Park Health Care Facility,Vancouver Island Health,HA,777 Jones St,Qualicum Beach,V9K2L1,(250) 947-8220,Vancouver Island Health,1994,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,April 2022,Clinical Nurse Leader,(250) 947-8220x39105,Yes,Operator,Yes,$8.81,$9.19,"English, French, Spanish",2.85,0.31,3.16,2.85,0.31,3.16,No,No,No,n/a,0,75,75,55,20,0,1,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,83,62.6%,51.2%,5.5%,463,27.4%,26.7%,35.8%,76.1%,4.6%,3.7,28.4%,0.58,0.7%,0.4%,71.2%,57.2%,53.4%,10.9%,https://www.islandhealth.ca/our-locations/long-term-care-locations/eagle-park-health-care-facility,https://surveybcseniors.org/carehomeresults/eagle-park-health-care-facility-island/,,n/a,n/a,n/a,n/a,n/a,n/a,1,4,0,1,0,0,1,1,0,1,0,0,0,0
923C0,Eagle Ridge Manor - Port Hardy,Vancouver Island Health,HA,9120 Granville Street,Port Hardy,V0N2P0,(250) 902-6043,Vancouver Island Health,2000,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,April 2022,Nurse Leader,(250) 902-6044,Yes,Operator,Yes,$9.43,$9.78,"English, German, French",3.15,0.34,3.49,3.15,0.34,3.49,No,No,No,n/a,0,22,22,22,0,0,0,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,83,58.5%,46.8%,4.3%,"1,126",11.0%,19.5%,29.3%,74.4%,8.5%,2.9,40.2%,0.56,1.2%,1.2%,0.0%,50.0%,30.4%,14.3%,https://www.islandhealth.ca/our-locations/residential-care-locations/eagle-ridge-manor-residential-care,https://surveybcseniors.org/carehomeresults/eagle-ridge-manor-island/,,No,No,No,No,n/a,n/a,1,3,0,0,1,0,1,0,0,0,0,1,0,0
9C6EC,Eagle Ridge Manor - Port Moody,Fraser Health,HA,475 Guildford Way,Port Moody,V3H3W9,(604) 469-3211,Fraser Health,n/a,Resident & Family Council (combined),Regular Schedule,Yes (fee charged),Hospital Act,Unknown,not available,Clinical Service Manager,(604) 469-3213,Yes,Outside Contractor,Yes,$7.36,$7.30,"English, Mandarin, French, Punjabi, Cantonese",3.10,0.36,3.46,3.10,0.36,3.46,No,No,No,n/a,0,75,75,39,18,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not applicable,86,55.7%,61.1%,3.0%,"1,103",31.6%,52.5%,33.8%,48.7%,1.9%,3.6,30.0%,0.63,26.2%,57.4%,7.6%,41.8%,14.0%,7.4%,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/D/A/eagle-ridge-manor---residential-care#.XROS2UmouUk,https://surveybcseniors.org/carehomeresults/eagle-ridge-manor-ecu-fha/,,No,No,Yes,No,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9C2F7,Echo Village,Vancouver Island Health,PNP,4200 10th Avenue,Port Alberni,V9Y4X3,(250) 724-1090,Alberni-Clayoquot Continuing Care Society,1992,Resident Council,Regular Schedule,Yes (no fee),Hospital Act,Accredited,June 2020,Director of Care / Executive Director,(250) 724-6541x249 / (250) 724-6541x232,Yes,Operator,Yes,$7.69,$8.08,"English, Punjabi",2.84,0.33,3.17,2.74,0.31,3.05,No,No,No,Specialty equipment,2,65,67,67,0,0,2,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,83,61.2%,52.7%,7.8%,443,15.4%,39.1%,26.3%,62.4%,3.0%,3.8,21.6%,0.59,0.0%,0.0%,0.0%,54.1%,29.2%,0.0%,https://albernicontinuingcare.ca/echo-village,https://surveybcseniors.org/carehomeresults/echo-village-island/,,No,No,No,No,$218.95,$223.13,1,2,0,0,1,0,1,0,0,0,0,0,0,0
9AB4F,Eden Care Centre,Fraser Health,PFP,9100 Charles Street,Chilliwack,V2P5K6,(604) 792-8166,First Canadian Management Corporation,1973,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Not Accredited,not applicable,Director of Care,(604) 792-8166,Yes,Operator,Yes,$6.72,$6.92,"English, Dutch, German, Czech, Hungarian, Punjabi, Hindi, Tagalog",2.48,0.31,2.79,2.67,0.31,2.98,No,No,No,As required specialized products,0,89,89,89,0,0,7,3,4,0,12,0,0,2,0,1,4.5,0.0,13.5,0.0,0.0,2.2,0.0,1.1,not applicable,88,64.6%,66.1%,0.2%,586,16.8%,3.5%,20.4%,57.1%,2.7%,2.5,64.6%,0.48,0.0%,76.1%,0.0%,43.4%,35.9%,8.5%,https://www.fraserhealth.ca/Service-Directory/Service-At-Location/F/3/eden-care-centre---residential-care#.XROK1EmouUk,https://surveybcseniors.org/carehomeresults/eden-care-centre-fha/,,Yes,Yes,Yes,No,$198.87,$209.26,7,8,0,1,3,1,1,1,0,0,0,1,0,0
9951E,Eden Gardens,Vancouver Island Health,PNP,1917 Northfield Road,Nanaimo,V9S3B6,(250) 758-4676,Nanaimo Travellers Lodge Society,2017,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Unknown,not available,Director of Care / Finance Administrator,(250) 760-2630 / (250) 760-2644,Yes,Outside Contractor,Yes,$6.52,$7.13,"English, French, Tagalog, Punjabi, Korean, Spanish, Cantonese, Japanese, German",2.86,0.14,3.00,3.10,0.16,3.25,No,No,No,Clothing labelling fee,0,130,130,130,0,0,8,2,0,5,13,0,0,2,1,4,0.0,3.8,10.0,0.0,0.0,1.5,0.8,3.1,not applicable,83,64.0%,47.0%,2.7%,778,22.4%,31.8%,43.3%,89.8%,8.6%,2.0,63.8%,0.57,0.8%,4.2%,1.0%,57.5%,36.5%,10.4%,http://www.edengardens.ca/,https://surveybcseniors.org/carehomeresults/eden-care-centre-fha/,,No,No,No,Yes,$232.12,$263.11,4,3,0,0,2,0,0,0,0,0,0,1,0,0
9371A,Elim Village - The Harrison / Harrison West,Fraser Health,PNP,9025 160 Street,Surrey,V4N2X7,(604) 587-8999,Elim Christian Care Society,2009 / 2016,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,October 2021,Director of Care,(604) 587-8999,Yes,Outside Contractor,Yes,$6.79,n/a,"English, Dutch, German, Spanish, French, Thai, Italian, Mandarin, Punjabi, Russian, Polish, Tagalog, Chinese",2.95,0.24,3.19,2.98,0.38,3.36,Yes,Yes,No,"Sundries, specialty services",18,176,194,181,6,0,2,0,4,1,17,0,0,1,1,0,2.1,0.5,8.8,0.0,0.0,0.5,0.5,0.0,not applicable,87,67.5%,67.2%,2.1%,772,22.9%,36.8%,23.5%,63.2%,11.8%,2.8,46.5%,0.61,0.7%,6.4%,0.0%,42.6%,24.2%,4.2%,https://elimvillage.com/surrey/housing/residential-care/,https://surveybcseniors.org/carehomeresults/elim-village-the-harrisonharrison-west-fha/,,No,No,Yes,No,$216.03,$227.99,6,0,0,0,0,0,0,0,0,0,0,0,0,0
99420,Evergreen - The Terraces / The Pointe,Fraser Health,PNP,1550 Oxford St,White Rock,V4B3R5,(604) 536-3344,Baptist Housing,1996,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,December 2022,Administrator,(604) 541-3813,Yes,Operator,Yes,$6.98,$7.15,"Tagalog, Punjabi, Japanese, Arabic, Spanish, Mandarin, Hindi, Cantonese, Mandarin, French, Polish, Farsi",2.96,0.29,3.25,3.00,0.36,3.36,No,No,No,"Clothing labelling, identification bracelet, nominal monthly administration and recreation fees",3,249,252,252,0,0,4,1,6,2,31,0,0,2,3,2,2.4,0.8,12.3,0.0,0.0,0.8,1.2,0.8,not applicable,87,65.1%,64.7%,1.2%,861,12.3%,18.1%,21.2%,66.3%,14.7%,2.5,53.2%,0.56,0.3%,0.0%,0.0%,50.1%,33.9%,8.3%,https://www.baptisthousing.org/communities/evergreen-care-white-rock,https://surveybcseniors.org/carehomeresults/evergreen-baptist-home-fha/,,No,No,Yes,No,$228.72,$237.71,12,3,0,0,0,1,1,0,0,0,0,1,0,0
9A551,Evergreen Extended Care - Powell River Hospital,Vancouver Coastal Health,HA,4970 Joyce Ave.,Powell River,V8A5P2,(604) 485-2208,Vancouver Coastal Health,1980,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Hospital Act,Accredited,September 2020,Manager / Residential Care Coordinator,(604) 485-3237,Yes,Outside Contractor,Yes,$8.35,$8.52,"English, Dutch, Russian, Italian, Filipino, French",2.75,0.23,2.98,2.75,0.23,2.98,No,No,No,Personal Care fee for personal items,0,75,75,6,4,15,0,0,1,0,3,0,0,0,0,0,1.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,not applicable,84,63.1%,61.1%,4.1%,777,11.3%,32.5%,27.4%,42.0%,5.7%,2.2,59.0%,0.58,1.9%,0.5%,0.5%,50.9%,34.8%,24.4%,http://www.vch.ca/locations-services/result?res_id=3,https://surveybcseniors.org/carehomeresults/powell-river-general-hospital-evergreen-ecu-vcha/,,No,No,Yes,No,n/a,n/a,2,4,0,3,0,0,0,0,0,0,0,1,0,0
9A55C,Evergreen House - Lions Gate Hospital,Vancouver Coastal Health,HA,231 East 15th Street,North Vancouver,V7L2L7,(604) 984-5811,Vancouver Coastal Health,1971,"Resident Council, Family Council",Regular Schedule,Yes (fee charged),Hospital Act,Accredited,September 2020,"Melanie Leckovic, Manager",(604) 984-5927,n/a,Outside Contractor,No,$7.94,$8.10,"English, Farsi, Tagalog, Cantonese, Russian, Mandarin, German",3.00,0.29,3.29,3.00,0.30,3.30,No,No,No,"Hairdressing, podiatry, dentistry",0,289,289,22,11,60,0,0,1,0,25,0,0,3,8,1,0.3,0.0,8.7,0.0,0.0,1.0,2.8,0.3,not applicable,84,63.7%,55.8%,5.7%,575,23.6%,36.4%,28.0%,55.9%,5.6%,3.0,39.1%,0.61,28.2%,14.6%,6.9%,55.5%,28.6%,1.6%,http://www.vch.ca/locations-services/result?res_id=42,https://surveybcseniors.org/carehomeresults/evergreen-house-ec-lions-gate-hospital-vcha/,,No,No,Yes,No,n/a,n/a,3,9,0,3,0,0,3,0,0,2,0,1,0,0
92J70,Evergreen Seniors Home,Vancouver Island Health,PFP,635 Evergreen Rd,Campbell River,V9W3R7,(250) 286-7274,Evergreen Seniors Home Inc.,2005,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,April 2020,Adminstrative Assistant,(250) 286-7274 x120,Yes,Operator,Yes,$6.91,$7.40,"English, French, German",2.90,0.29,3.19,3.02,0.29,3.31,No,No,Yes,n/a,42,22,64,60,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,not applicable,84,58.6%,59.6%,4.0%,789,10.2%,25.0%,21.6%,60.2%,9.1%,4.1,14.8%,0.55,21.6%,42.0%,6.8%,50.0%,18.3%,0.0%,http://www.evergreenseniors.com/,https://surveybcseniors.org/carehomeresults/evergreen-seniors-home-island/,,No,No,No,No,$241.02,$245.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
99C49,Fair Haven - Burnaby,Fraser Health,PNP,7557 Sussex Ave.,Burnaby,V5J3V6,(604) 435-0525,Fair Haven Homes Society,1994,"Resident Council, Family Council",Regular Schedule,Yes (fee charged),Community Care & Assisted Living Act,Accredited,November 2022,Nurse Manager,(604) 435-0525x304 or x320,Yes,Operator,Yes,$7.48,$7.53,n/a,2.67,0.33,3.00,2.74,0.34,3.08,No,No,No,"Clothing labelling fee, specialized wheelchairs, hairdressing",0,100,100,100,0,0,2,1,1,5,12,0,0,0,2,6,1.0,5.0,12.0,0.0,0.0,0.0,2.0,6.0,not applicable,87,66.8%,63.7%,0.8%,"1,698",16.7%,43.8%,48.7%,57.8%,11.4%,2.2,58.5%,0.57,9.2%,84.3%,0.0%,36.6%,25.4%,12.6%,http://www.fairhaven.bc.ca/care/,https://surveybcseniors.org/carehomeresults/the-fair-haven-united-church-home-burnaby-fha/,,No,No,No,No,$197.98,$205.01,3,5,0,1,0,1,0,1,0,0,0,1,1,0
999HG,Fair Haven - Vancouver,Vancouver Coastal Health,PNP,2720 East 48th Ave.,Vancouver,V5S1G7,(604) 433-2939,Fair Haven United Church Homes Society,1979,"Resident Council, Family Council",Regular Schedule,Yes (no fee),Community Care & Assisted Living Act,Accredited,November 2022,Clinical Nurse Manager,(604) 433-2939x2232 or x2222,Yes,Operator,Yes,$7.70,$7.98,n/a,2.70,0.23,2.93,2.85,0.23,3.08,No,No,No,"Clothing labelling fee, specialized wheelchairs, hairdressing",0,82,82,70,6,0,1,1,0,0,9,0,0,2,1,0,0.0,0.0,11.0,0.0,0.0,2.4,1.2,0.0,not applicable,84,65.8%,54.8%,2.6%,"1,174",19.2%,43.3%,32.9%,71.6%,11.3%,2.9,45.4%,0.59,9.8%,67.7%,3.7%,45.7%,25.8%,14.1%,http://www.fairhaven.bc.ca/care/,https://surveybcseniors.org/carehomeresults/the-fair-haven-united-church-home-vancouver-vcha/,,No,No,No,No,$199.74,$213.24,3,8,0,1,1,2,4,0,0,0,0,0,0,0
